StudentID,Name,Math,Science,English,History,Computer
S12616,Brandon Wells,91,88,82,67,100
S12617,Justin Lynn,92,62,59,79,92
S12618,Scott Moreno,94,39,68,46,65
S12619,Mark Stevens Jr.,53,91,58,51,100
S12620,Kenneth Villarreal,39,85,30,67,59
S12621,James Moore,59,78,83,61,100
S12622,Johnny Smith,61,99,74,37,61
S12623,Heidi Hartman,76,32,58,73,100
S12624,Alexander Gonzalez,73,86,84,49,100
S12625,Chad Young,47,57,92,96,80
S12626,Kelly Gomez,31,47,36,51,100
S12627,Charles Romero,51,62,95,52,67
S12628,Cynthia Pugh,45,74,44,93,72
S12629,Brooke Anderson,38,87,82,59,54
S12630,Susan Rodgers,57,59,65,92,100
S12631,Christopher Allen,80,61,40,50,83
S12632,Courtney Ashley,70,69,75,95,57
S12633,Melissa Jacobs,79,60,81,67,76
S12634,Stephen Camacho,93,67,82,52,67
S12635,Brandon Day PhD,47,69,68,36,52
S12636,Anthony Wagner,71,95,54,94,85
S12637,Helen Perez,44,90,72,69,83
S12638,Tara Fields,42,32,40,49,76
S12639,Richard Dickerson,69,61,90,66,78
S12640,Angela Perez,91,72,33,42,98
S12641,Jessica Mcdonald,93,63,39,79,100
S12642,Barbara Lee,42,35,76,70,66
S12643,April Mcdaniel,60,48,65,72,83
S12644,Melissa Morris,59,76,47,59,76
S12645,Matthew Clayton,62,55,74,30,91
S12646,Sarah Baker,94,61,81,78,100
S12647,William Owens,71,58,83,35,100
S12648,Brenda Martin,64,52,57,34,82
S12649,Christopher Hill,78,93,38,32,78
S12650,Michelle Andrews,75,39,97,61,65
S12651,Lauren Morris,56,62,49,75,75
S12652,Robert Obrien,94,56,92,81,76
S12653,Emily Goodwin,80,53,71,75,100
S12654,Allison Carrillo,49,31,94,37,77
S12655,Thomas Daniel,97,97,58,78,100
S12656,Lindsey Sullivan,51,81,82,99,100
S12657,Linda Lopez,95,66,77,52,98
S12658,Sabrina Chapman,83,96,58,37,72
S12659,Laura Lewis,97,77,95,44,92
S12660,Heather Carpenter,84,67,87,99,100
S12661,Anthony Hurley,40,30,31,51,100
S12662,Julie Figueroa,61,89,60,73,60
S12663,Megan Dodson,38,73,83,66,72
S12664,Daniel Hickman,92,47,76,42,51
S12665,Gary Johnson,90,38,82,76,72
S12666,Patricia Knox,40,91,48,73,71
S12667,Tara Howard,58,63,67,34,77
S12668,Carol Meadows,64,76,56,81,95
S12669,Carla Roberts,68,48,64,43,81
S12670,Jack Rogers,51,60,74,77,51
S12671,Larry Duncan,90,80,35,51,91
S12672,Mike Bell,76,43,64,37,87
S12673,Norma Acosta,77,57,66,30,100
S12674,Donald Wells,66,32,73,91,100
S12675,Susan Hudson,85,42,72,86,100
S12676,Tammy Ramirez,61,68,82,61,50
S12677,Karen Rodriguez,49,56,57,97,76
S12678,Patrick Martin,59,65,61,98,61
S12679,Nicholas Carrillo,94,72,95,76,69
S12680,Timothy Allen,83,60,63,56,79
S12681,Marie Drake,71,91,52,88,77
S12682,Sherry Burton,67,97,89,43,100
S12683,Melissa Nicholson,60,91,69,84,100
S12684,Michael Moran,73,50,35,36,73
S12685,Deanna Stephens,94,66,39,37,96
S12686,Kevin Johnson,75,31,46,47,60
S12687,Samuel Palmer,85,39,38,93,79
S12688,Eric Reynolds,98,84,55,42,78
S12689,Caleb Irwin,65,41,72,73,100
S12690,Tammy Booker,30,70,79,53,71
S12691,Cheryl Palmer,77,93,91,54,69
S12692,Lisa Crawford,86,83,92,57,100
S12693,Brian Shaw MD,89,81,58,67,89
S12694,Linda Bates,56,78,45,35,95
S12695,Brent Ruiz,35,50,82,97,100
S12696,Susan Williams,37,80,50,49,99
S12697,Jim Allen MD,65,83,40,62,73
S12698,Michael Horn,31,39,32,70,100
S12699,Renee Williams,66,91,73,89,100
S12700,Ashley Ortega,68,72,75,99,100
S12701,Jerry Hall,40,64,51,94,83
S12702,Isaac May,38,40,64,50,68
S12703,Laura Smith,63,73,32,95,85
S12704,Lindsay Williams,86,44,82,49,100
S12705,Jessica Hill,78,88,51,34,50
S12706,Jacob Miles,38,55,91,35,74
S12707,Stephanie Garcia,97,49,91,74,86
S12708,Dana Mendoza,35,67,75,44,74
S12709,Robert Randall,47,99,77,32,95
S12710,Michelle Johnson,84,90,98,75,96
S12711,Mr. Timothy Garcia,58,75,75,70,100
S12712,Steven Alvarez,44,54,80,88,65
S12713,Rodney Patterson,74,63,78,37,85
S12714,Alyssa Jones,80,71,78,52,79
S12715,Alex Alexander,33,95,30,76,52
S12716,Veronica Crawford,93,33,55,31,51
S12717,Brenda Taylor,39,33,98,82,87
S12718,Kevin Pruitt,45,73,96,99,100
S12719,Kim Moreno,79,99,94,66,100
S12720,Joshua Gonzalez,78,74,54,91,53
S12721,Colleen Mitchell,33,52,42,87,100
S12722,Tonya Alvarez,51,88,94,76,87
S12723,Elizabeth Crosby,86,47,49,46,100
S12724,Victoria Klein,65,46,42,97,73
S12725,Judy Sims,69,93,74,42,71
S12726,Jessica Bryant,55,81,88,42,78
S12727,Christina White,59,53,97,45,55
S12728,Gregory Clark,45,69,79,56,66
S12729,Robert Fitzgerald,62,78,60,81,100
S12730,Jennifer Mueller,77,86,92,99,85
S12731,Robert Miller,91,93,88,68,87
S12732,Margaret Campbell,82,88,82,82,100
S12733,Joseph Huynh,56,38,52,58,60
S12734,William Buchanan,71,40,79,56,86
S12735,Nicholas Ramirez,85,84,44,71,51
S12736,Dawn Jacobson,96,61,86,98,94
S12737,Raymond Hoover,75,31,39,86,100
S12738,Janet Reed,49,34,45,73,100
S12739,Douglas Price,68,96,68,84,100
S12740,Alice Spears DDS,47,57,37,34,100
S12741,John Foster MD,42,61,59,91,99
S12742,Paul Townsend,31,60,57,80,98
S12743,Jonathan Thompson,33,66,76,95,100
S12744,Melissa Garrison,68,62,65,43,82
S12745,Peter Stevens,57,88,63,80,99
S12746,Dennis Molina,66,47,90,63,72
S12747,Jacob Jenkins,80,54,30,48,74
S12748,Mario Stein,54,91,90,41,100
S12749,Jerry Calhoun,43,46,53,77,91
S12750,Jamie Green,40,35,42,47,80
S12751,Mrs. Alexandra Perez,34,99,88,47,100
S12752,Kimberly Singh,56,86,39,41,94
S12753,Taylor Walters,86,91,69,86,83
S12754,Stephanie Taylor,66,94,39,95,54
S12755,Doris Bradley,57,94,33,65,68
S12756,Karen Cunningham,54,32,87,69,100
S12757,David Anderson,51,37,88,64,62
S12758,Laura Hayes,97,93,60,43,69
S12759,Daniel Ferguson,83,70,86,85,89
S12760,Erik Fleming,84,68,65,77,74
S12761,Anthony Newman,39,44,32,61,99
S12762,Jay Frey,39,67,91,95,98
S12763,James Whitney,89,55,90,34,73
S12764,Spencer Adams,45,85,44,51,88
S12765,Adrian Murphy,84,34,68,49,100
S12766,Kimberly Mathews,70,70,64,78,66
S12767,Chelsea Blankenship,59,81,55,76,54
S12768,Susan Thomas,61,43,64,70,93
S12769,Dakota Aguilar,74,44,38,68,100
S12770,Kevin Patrick,98,37,61,34,100
S12771,Samantha Warren,32,50,34,85,62
S12772,Donald Garcia,83,62,42,96,95
S12773,Kayla Davis,81,76,73,87,100
S12774,Kristen Schultz,42,60,91,32,100
S12775,Joshua Williams,69,77,61,49,65
S12776,Suzanne Weaver,70,71,48,72,72
S12777,Devin Palmer,69,35,83,50,93
S12778,James Marks,62,44,84,39,100
S12779,Cheyenne Smith,42,91,50,41,59
S12780,Derek Malone,94,43,57,40,100
S12781,Emily Garner,33,44,95,53,61
S12782,Miranda Garcia,86,52,43,51,72
S12783,Brittany Hall,70,53,66,83,100
S12784,Virginia Johnson,72,44,46,81,53
S12785,Curtis Greene,54,33,65,64,74
S12786,Alyssa Powell,60,85,40,78,99
S12787,Melanie Jones,30,84,53,58,100
S12788,Melinda Jennings,96,76,95,85,91
S12789,Mr. Brett Walker Jr.,95,80,88,69,100
S12790,Hunter Gallegos,85,72,60,57,100
S12791,Victoria Walsh,79,87,95,54,100
S12792,Brian Palmer,61,65,81,82,68
S12793,Michele Munoz,47,52,49,39,57
S12794,Sarah Smith,61,48,97,91,60
S12795,Joseph White,54,64,34,86,100
S12796,Gina Jackson,46,72,74,73,95
S12797,Ronald Jones,75,69,44,44,80
S12798,Dave Mcbride,33,85,95,31,100
S12799,Michael Lewis,58,59,96,42,100
S12800,Steven Bridges,71,83,75,89,100
S12801,Sherri Horn,37,37,95,36,100
S12802,Melanie Williams,79,72,51,85,100
S12803,Summer Henry,83,72,52,35,85
S12804,Steven Wilson,99,39,53,79,100
S12805,Wendy Riley,84,64,65,92,93
S12806,Timothy Scott,79,81,87,81,91
S12807,Christine Conley,32,41,91,58,100
S12808,Pamela Gregory,53,88,38,78,100
S12809,Deborah Petty,62,48,74,42,54
S12810,Katherine Baker,84,95,83,99,100
S12811,Wayne Donovan,32,32,67,68,77
S12812,John Ramirez,48,89,33,87,79
S12813,Victoria Rivas,99,54,86,42,89
S12814,Danielle Hansen,58,74,50,77,100
S12815,Jordan Edwards,39,57,40,53,100
S12816,Michael Hall,90,79,59,79,51
S12817,Joshua Rhodes,59,48,62,56,100
S12818,Michael Ramos,48,71,84,75,81
S12819,Sharon Johnson,81,41,95,90,100
S12820,Donna Graves,37,92,56,72,75
S12821,Darrell Valdez,43,69,46,45,100
S12822,Vanessa Fox,55,69,63,34,100
S12823,Brandon Adams,42,72,45,72,81
S12824,Jessica Butler,73,75,35,51,60
S12825,Karen Mckenzie,76,93,31,68,100
S12826,Brittney Boyd,56,35,80,54,100
S12827,Natalie Wood,94,61,94,62,71
S12828,Mitchell Wilson,75,92,81,92,100
S12829,Larry Mcfarland,82,63,42,52,90
S12830,William Vaughn,59,90,64,79,84
S12831,Thomas Boyd,34,72,90,45,75
S12832,Steven White,36,88,92,50,100
S12833,Bobby Schmidt,61,96,52,50,62
S12834,Wendy Sparks,95,89,92,87,86
S12835,Shawn Booth,78,31,43,33,90
S12836,Daniel Moore,79,71,56,61,97
S12837,Michelle Wright,86,96,47,73,100
S12838,Christina Rios,85,56,42,47,83
S12839,Jasmine Jensen,61,83,78,83,79
S12840,Casey Alvarez,55,97,35,42,89
S12841,Jennifer Carr,65,54,65,95,64
S12842,Monica Norton,96,97,61,94,50
S12843,Alexis Thomas,98,81,87,60,78
S12844,Joshua Harper,35,46,98,95,84
S12845,Christopher Young,35,84,47,91,96
S12846,Darlene Barnes,70,79,56,87,100
S12847,Anna Cooper,45,58,39,88,60
S12848,Ashley Bailey,85,98,89,52,66
S12849,Zachary Haas,98,82,92,43,100
S12850,Katherine Jones,57,62,50,59,59
S12851,Amanda Rodriguez,46,77,89,39,50
S12852,Patrick Greene,72,91,74,68,100
S12853,Carolyn Diaz,84,34,41,86,92
S12854,Kayla Collins,39,82,44,49,100
S12855,Laura Nielsen,78,69,39,96,100
S12856,Jacob Elliott,44,86,97,76,100
S12857,Gregg Payne,77,68,30,70,52
S12858,Michael Bennett,99,48,40,97,100
S12859,Cynthia Herring,74,61,82,93,100
S12860,Melissa Hawkins,72,76,58,49,68
S12861,Cody Gray,88,49,41,98,77
S12862,Troy Chen,94,55,82,68,75
S12863,Dr. Michael Hayes,43,43,72,62,100
S12864,Darren Keith,82,51,99,33,82
S12865,Charlotte Howard,93,68,77,65,100
S12866,Luke Richardson,75,58,91,98,54
S12867,Denise Jordan,66,33,72,90,69
S12868,Mr. Larry Nelson,71,49,59,85,61
S12869,Aaron Brewer,55,66,86,31,58
S12870,Pam Freeman,97,78,91,60,92
S12871,Cheryl Rodriguez,90,31,70,96,61
S12872,Amanda Allen,41,32,93,60,53
S12873,Allison Montgomery,68,72,81,84,95
S12874,Mr. William Sherman,41,75,70,92,100
S12875,Michael Wallace,56,87,53,89,89
S12876,Corey Spencer,69,30,62,45,68
S12877,Shelby Richards,39,84,88,93,65
S12878,John Fox,59,77,35,76,60
S12879,Mason Long,70,83,56,90,100
S12880,Anna Riley,35,41,66,75,100
S12881,Donald Nunez,60,66,96,55,89
S12882,Robert Wong,67,54,57,62,97
S12883,Carla Figueroa,98,41,67,63,87
S12884,Pamela Smith,93,68,55,83,100
S12885,Megan Smith,66,71,80,71,100
S12886,Adrian Lawrence,93,74,84,78,91
S12887,Alyssa Griffin,66,43,64,56,96
S12888,Kristina Douglas,43,54,94,80,100
S12889,Krista Ramirez,43,54,84,35,87
S12890,Sarah Newman,43,70,59,97,53
S12891,Mary Carter,36,87,49,55,56
S12892,Ronald Black,67,41,44,43,50
S12893,Kelly Morgan,37,35,41,37,100
S12894,Alexis Beltran,70,30,84,40,100
S12895,Debra Brown,68,57,65,49,53
S12896,Jerry Kennedy,73,57,54,82,100
S12897,Justin Lyons,81,96,51,56,100
S12898,Jaime Ross,34,84,78,43,68
S12899,Kevin Gill,80,67,66,36,100
S12900,Gary Martin,70,67,35,90,87
S12901,Shannon Hubbard,70,54,42,72,69
S12902,Ellen Cummings,45,32,59,59,82
S12903,Ashley Gould,79,55,64,87,100
S12904,Devin Rhodes,54,78,66,70,65
S12905,Brandon Perez,41,63,63,48,100
S12906,Caitlyn Burnett,81,50,44,35,60
S12907,Daniel Stevens,96,56,71,81,61
S12908,Victoria Henderson,37,52,54,87,100
S12909,Madison Stewart,45,40,48,73,69
S12910,Dr. Jeanette Peterson,89,49,82,33,56
S12911,Benjamin Powell,68,94,90,94,89
S12912,Brian Byrd,44,85,46,31,63
S12913,Anthony Anderson,49,55,50,82,100
S12914,Christopher Johnson,46,66,54,56,100
S12915,Donna Snyder,76,72,49,36,77
S12916,Crystal Fox,47,75,65,39,100
S12917,Jerome Mathis,62,62,40,72,74
S12918,Jeremy Maxwell,95,87,54,76,59
S12919,Rachel Smith,90,78,68,38,81
S12920,Crystal Jackson,37,30,58,47,71
S12921,Tammy Murphy,63,78,62,73,72
S12922,Pamela Rivers,54,75,96,93,78
S12923,Lisa Marks,65,78,55,90,77
S12924,Eric Roberts,38,88,49,56,69
S12925,Amber Griffin,96,47,99,81,83
S12926,Theresa Serrano,35,71,99,32,100
S12927,Madison Smith,68,84,39,55,100
S12928,Jill Lozano,87,30,47,92,78
S12929,Todd Robinson,83,93,85,36,100
S12930,Jessica Jones,43,59,31,50,73
S12931,Betty Harrison,51,80,88,81,100
S12932,Travis Carpenter,97,98,65,83,100
S12933,Kyle Cross,52,63,84,66,80
S12934,Benjamin Taylor,55,79,32,86,69
S12935,Sheila Chambers,81,62,64,48,71
S12936,Ashley Burns,35,51,54,39,100
S12937,Connie Davis,67,47,55,74,55
S12938,James Rice,83,48,74,96,100
S12939,David Adkins,53,81,85,54,98
S12940,Jason Miller,96,49,94,68,64
S12941,Brent Martin,35,92,74,42,59
S12942,Dawn Good,63,47,45,44,91
S12943,Jordan Lewis,61,54,79,96,81
S12944,Cheryl Snyder,38,33,94,80,99
S12945,Brenda Munoz,82,88,97,44,52
S12946,Angela Kennedy,43,92,76,85,100
S12947,William Byrd,58,41,60,74,55
S12948,Susan Watts,30,44,71,38,92
S12949,Nicole Brown,87,99,63,90,59
S12950,Randy Morales,52,95,97,36,54
S12951,Bridget Suarez,76,35,34,75,66
S12952,Andrea Middleton,43,32,73,51,100
S12953,Robert Sanchez,90,35,38,86,54
S12954,Terri Baker,91,44,96,72,100
S12955,Kristin Robertson,44,41,51,69,96
S12956,Elizabeth Andrade,77,93,79,77,58
S12957,Jennifer Pham,95,65,48,39,56
S12958,Debra Baldwin,83,31,82,66,53
S12959,Jason Lopez,94,94,91,75,73
S12960,Nicholas Dodson,68,49,77,74,99
S12961,Daniel Jenkins,72,77,64,75,100
S12962,Darrell Rivera,60,93,82,80,90
S12963,Hayden Smith,98,37,80,43,64
S12964,Kristina Gordon,96,51,88,55,52
S12965,Marie May,77,56,77,48,100
S12966,John Larsen,47,52,64,68,100
S12967,Shannon Crawford,41,39,76,63,99
S12968,Ms. Janice Bell,62,51,77,67,93
S12969,Ashley Berry,68,98,91,65,68
S12970,Daniel Gutierrez,49,69,99,89,53
S12971,Maria Washington,39,77,67,95,98
S12972,Denise Guzman,61,89,55,51,79
S12973,Brenda Browning,51,43,73,59,72
S12974,Cynthia Smith,93,85,48,48,100
S12975,Angel Pratt,73,81,70,85,83
S12976,Connie Odom,96,66,83,45,59
S12977,Mary Williamson,42,93,42,39,55
S12978,Justin Garza,45,41,33,64,95
S12979,Melissa Perry,90,95,71,63,85
S12980,John Butler,66,58,41,33,100
S12981,Janet Smith,95,47,86,89,100
S12982,Yolanda Edwards,78,32,44,87,98
S12983,Regina Hernandez,65,31,99,97,78
S12984,Tina Travis,51,58,85,92,59
S12985,William Jones,43,62,63,63,87
S12986,Mark George,64,74,86,43,100
S12987,Kimberly Moore,69,89,41,94,83
S12988,Susan Lewis,69,30,49,31,96
S12989,Brian Morrison,73,76,84,65,100
S12990,Stephanie Henson,60,49,91,71,95
S12991,Justin Schroeder,35,34,54,70,97
S12992,Susan Small,84,56,31,57,100
S12993,Mark Gonzalez,67,37,50,74,84
S12994,John Hoffman,35,46,58,35,89
S12995,Victoria Bryant,64,93,41,37,84
S12996,Kayla Stewart,61,54,69,93,54
S12997,Elaine Sanders,92,84,55,61,97
S12998,Steven Wilson,47,70,78,47,77
S12999,Annette Brock,38,98,47,51,100
S13000,Maureen Lynch,63,51,46,65,100
S13001,Jerry Moran,83,63,85,96,51
S13002,Andrew Stevens,77,96,80,59,100
S13003,Derrick Perry,69,39,32,64,81
S13004,David Stevens,57,87,88,47,54
S13005,Danielle White,87,51,73,57,64
S13006,Mary Jimenez,69,70,52,81,73
S13007,Larry Moyer,82,32,83,69,99
S13008,Marcus Haney,78,97,49,85,75
S13009,Allison Lopez,56,91,53,72,67
S13010,Mario Medina,82,72,44,99,82
S13011,Jamie Freeman,72,54,83,91,81
S13012,Dennis Stein,69,62,35,95,100
S13013,Michael Lee,79,99,65,48,100
S13014,Lee Wilson,85,81,72,80,100
S13015,Lisa Downs,98,82,41,42,88
S13016,Nancy Brown,40,57,89,64,100
S13017,Wayne Cherry,52,56,32,65,83
S13018,Angela Tucker,53,46,85,98,100
S13019,Mrs. Emily Meadows,76,71,76,54,95
S13020,Bryan Morales,94,68,68,50,67
S13021,Kayla Rice,49,39,94,71,51
S13022,Donna Mullins,37,75,74,85,100
S13023,Anna Warren,86,65,32,86,100
S13024,Justin Gay,31,75,73,47,87
S13025,James Jones,94,68,72,44,64
S13026,Matthew Howell,44,49,92,52,68
S13027,Dr. Alexander Smith MD,64,37,42,68,64
S13028,Lee Jones,65,36,89,81,100
S13029,Haley Ramos,69,96,64,57,72
S13030,Cheryl Freeman,32,31,48,77,57
S13031,Dana Wells,53,44,37,72,65
S13032,April Wood,65,60,97,77,100
S13033,Michael Martin,79,56,91,45,98
S13034,Joseph Carter,93,79,60,92,100
S13035,Kathryn Young,88,48,50,63,90
S13036,Debbie Molina,32,44,34,38,61
S13037,Barbara Williams,31,80,30,38,100
S13038,Rachel Rodriguez,80,93,37,36,95
S13039,Zachary Sanchez,54,43,35,73,100
S13040,Barbara Bell,94,55,40,75,53
S13041,Ashley Weaver,88,69,90,61,57
S13042,Hannah Butler,88,41,82,50,76
S13043,Linda Shannon,83,44,53,59,61
S13044,Samantha Stout,90,60,63,95,100
S13045,Jessica Craig,58,66,58,84,100
S13046,Benjamin Jenkins,69,98,78,39,100
S13047,Paul Mccoy,70,94,57,78,50
S13048,Sarah Wilson,88,82,86,50,87
S13049,Paige Joseph,39,82,81,42,81
S13050,Christopher Sanchez,82,48,50,49,55
S13051,Robert Drake,63,60,34,34,99
S13052,Travis Booker,62,45,60,77,84
S13053,Nancy Cameron,74,64,68,96,100
S13054,Kevin Paul,50,51,75,46,69
S13055,Timothy Zamora,43,59,55,86,99
S13056,Joshua Brown,44,61,77,57,63
S13057,Anthony Ferguson,94,73,72,86,100
S13058,Lisa Strong,98,39,82,48,69
S13059,Linda Harmon,97,40,51,57,100
S13060,Janet Holland,71,72,70,43,100
S13061,Matthew Calderon,42,68,63,34,52
S13062,Amanda Lambert,89,91,92,38,88
S13063,Aaron Morris,99,62,51,74,53
S13064,Casey Navarro,50,81,44,99,100
S13065,Angela Harmon,46,36,77,53,100
S13066,William Anderson,63,96,80,32,84
S13067,Anthony Martin,48,58,78,82,85
S13068,Katie Campbell,74,90,69,79,52
S13069,Alexander Castillo,65,92,71,95,65
S13070,Robert Davis,78,32,54,38,95
S13071,Nancy Nguyen,35,51,36,77,100
S13072,Christina Moore,47,36,51,81,100
S13073,Cameron Andrade,97,31,84,89,89
S13074,Rachel Simon,54,72,92,42,74
S13075,Vanessa Blankenship,48,36,42,96,68
S13076,Robert Beasley,98,54,63,55,83
S13077,Lindsey Chang,94,80,53,61,91
S13078,Samantha Clements,66,84,54,34,100
S13079,Gary Johnson,80,66,71,42,53
S13080,Linda Walker,88,95,89,83,100
S13081,Jerome Massey,70,37,92,93,77
S13082,Terry Pena,86,33,40,56,97
S13083,Amy Acevedo,91,32,42,59,90
S13084,Terri Wilkinson,62,79,98,60,87
S13085,Brett Johnson,37,34,70,55,81
S13086,Angela Turner,69,97,94,94,100
S13087,Rebecca Harrington MD,66,50,72,51,57
S13088,Dawn Gonzales,43,85,80,93,100
S13089,Derek Nicholson,80,90,82,65,100
S13090,Aaron Hall,88,31,88,99,95
S13091,Andrew Arellano DDS,32,38,34,86,55
S13092,Brian Butler,66,69,67,38,55
S13093,Ivan Stark,36,38,82,54,75
S13094,Gary Thompson,38,34,94,50,89
S13095,Jon Figueroa,53,31,59,97,78
S13096,Renee Carey,37,52,62,52,100
S13097,Nathan Reyes,58,50,89,69,80
S13098,Christina Richardson,36,77,32,55,91
S13099,Bob Chambers,35,87,53,96,100
S13100,Gerald Roach,53,58,58,78,100
S13101,Alexander Taylor,85,72,37,54,86
S13102,Christopher King,64,50,32,81,69
S13103,Whitney James,83,52,99,59,72
S13104,Mr. Antonio Vaughn MD,90,51,34,68,89
S13105,Christine Cooley,34,78,92,55,58
S13106,Taylor Munoz,64,66,39,99,68
S13107,Alexander Morales,85,49,30,71,50
S13108,Christopher Ali,83,72,76,55,100
S13109,Mr. Jeffrey Gilbert,46,79,65,47,84
S13110,Christopher Adams,66,97,57,35,89
S13111,Robin Cox,76,41,30,87,80
S13112,Jonathan Goodman,30,97,62,79,95
S13113,Bridget Kirby,42,53,74,49,68
S13114,Samuel White MD,91,41,65,77,51
S13115,David Armstrong,73,36,50,44,74
S13116,Lisa Williams,54,51,58,50,58
S13117,Barry Young,49,56,53,92,99
S13118,Kathleen Adkins,94,59,60,75,87
S13119,Christine Miller,40,48,59,44,66
S13120,Steven Solis,59,96,47,60,100
S13121,Vickie Martinez MD,51,48,93,90,87
S13122,Debra Lang,35,92,64,55,100
S13123,John Barker,85,42,41,96,91
S13124,Joshua Bautista,41,90,77,77,82
S13125,Lisa Warren,64,97,45,76,77
S13126,Shelia Alexander,46,89,78,38,100
S13127,Katrina Miller,55,86,68,92,96
S13128,Amanda Jordan,46,35,49,67,100
S13129,Linda Pratt,70,96,98,46,86
S13130,Aaron Rodriguez,61,77,74,69,89
S13131,Jerry Kemp,31,80,40,30,56
S13132,Mary Bernard,58,37,70,67,100
S13133,Christina Harvey,94,60,80,55,100
S13134,Karen Mcgrath,44,44,77,43,100
S13135,Summer Cline,34,85,69,80,55
S13136,Sarah Riley,64,52,45,72,54
S13137,Xavier Neal,87,42,73,89,77
S13138,Brandon Baker,32,46,88,95,67
S13139,William Oneill,48,65,31,88,100
S13140,Ashley Miller,47,60,93,67,53
S13141,Angela Rodriguez,73,94,53,59,100
S13142,Mrs. Amanda Moore,32,71,76,30,61
S13143,Bruce Banks,68,84,43,77,75
S13144,Sheena Golden,86,90,55,94,84
S13145,Jessica King,70,72,72,43,100
S13146,April Hernandez,52,88,79,51,98
S13147,John Willis,51,83,69,46,60
S13148,Wanda Castro,51,63,64,73,67
S13149,Angela Gray,41,43,61,61,100
S13150,Jason Maynard,53,96,86,61,78
S13151,William Thomas,91,69,60,44,63
S13152,Dr. Melanie Peters MD,30,98,42,97,100
S13153,Stephen Solis,80,59,73,69,100
S13154,Jacob Nelson,32,61,49,60,53
S13155,Amanda Chavez,47,50,95,43,72
S13156,Brandy Rivers,34,96,32,99,80
S13157,Jessica Lang,41,44,99,70,100
S13158,Patricia Porter,96,65,34,53,80
S13159,Barbara Wood,63,98,42,76,78
S13160,Caroline Nelson,96,39,50,41,100
S13161,Derrick Jones,96,67,70,96,55
S13162,Jessica Jones,62,86,74,94,81
S13163,Allison Martin,95,94,46,86,60
S13164,Benjamin Walker,82,73,50,92,83
S13165,Matthew Montgomery,32,51,92,53,60
S13166,Kenneth Conner,82,94,53,51,100
S13167,Jake Sloan,41,38,73,32,100
S13168,Susan Sanchez,58,72,61,72,65
S13169,Terrence Ramos,91,30,53,64,100
S13170,Matthew Mathis,59,54,65,37,100
S13171,Michelle Burns,47,84,89,31,96
S13172,Ronald Williamson,39,76,31,98,69
S13173,Robert Murray,63,30,73,65,100
S13174,Jessica Robinson,35,44,71,39,74
S13175,Jennifer Gonzalez,35,85,75,87,80
S13176,Melissa Collins,89,67,40,53,64
S13177,Sheila Scott,76,58,99,91,89
S13178,Lynn Zimmerman,82,48,86,47,92
S13179,Tyler Cobb,42,60,54,86,73
S13180,Summer Chen,70,63,62,80,71
S13181,Allen Valentine,41,58,97,31,58
S13182,Shannon Middleton,70,58,38,46,70
S13183,Vanessa Kaiser,34,47,84,47,94
S13184,Sue Larsen,99,48,36,93,100
S13185,Jennifer Baker,49,50,72,43,100
S13186,Thomas Caldwell,43,48,41,89,62
S13187,Jessica Reilly,50,96,48,49,100
S13188,James Sims,47,42,63,60,100
S13189,Mr. Ronald Ryan,97,56,54,61,100
S13190,Larry Sanford,55,78,60,62,82
S13191,Joan Edwards,50,71,47,77,56
S13192,Thomas Reyes,85,98,76,36,100
S13193,Paul Miller,91,36,82,40,92
S13194,Brian Myers,55,39,80,69,94
S13195,Lindsey Cameron,58,59,56,47,90
S13196,Brian Cross,32,73,84,69,100
S13197,Stacy Davis,61,42,66,86,53
S13198,Krystal Armstrong,31,37,76,63,89
S13199,Jenna Tucker,53,76,84,97,100
S13200,Tiffany Norris,75,95,78,30,75
S13201,Meredith Henderson,47,74,97,94,100
S13202,Derek Roberts,86,56,68,87,70
S13203,Karen Roberts,35,86,52,31,100
S13204,Angelica Blake,99,30,71,74,67
S13205,Hannah Gonzalez,35,67,98,72,72
S13206,Christopher Williams,63,78,78,90,100
S13207,Andrea Smith,60,64,34,35,64
S13208,Jason Moreno,76,51,49,85,67
S13209,John Wilson,99,41,81,58,92
S13210,Glenda Chavez,97,41,75,40,100
S13211,Lindsay Park,96,53,94,94,100
S13212,Austin Adams,90,64,55,38,81
S13213,James Ramos,60,40,50,91,59
S13214,Melissa Vance,75,90,85,81,100
S13215,Courtney Lynch,75,80,93,51,59
S13216,Joe Rose,53,70,95,56,67
S13217,Elaine Jones,82,48,40,71,91
S13218,Holly Contreras,76,55,73,90,91
S13219,Robert Beck,46,85,36,72,52
S13220,Sharon Lee,70,91,48,53,58
S13221,Jessica Smith DDS,91,84,83,98,100
S13222,Jesse Oconnell,56,79,92,33,100
S13223,Lisa Moore,98,80,32,54,96
S13224,Adam Aguilar,61,90,89,46,100
S13225,Timothy Bennett,67,84,87,35,100
S13226,Holly Mcdonald,41,81,50,86,68
S13227,Blake Huerta,97,53,66,43,85
S13228,Cassandra Simmons,34,78,77,33,64
S13229,Robert Copeland,75,71,62,36,73
S13230,Jon Fernandez,55,60,38,69,91
S13231,Richard Walker,68,44,67,38,100
S13232,Deborah Davis,80,30,69,30,69
S13233,Kristi Hunt,54,31,94,70,100
S13234,Wayne Contreras,82,49,71,91,83
S13235,Pedro Kelly,53,97,56,72,61
S13236,Annette Carroll,88,46,44,67,94
S13237,Sierra Gates,88,56,71,36,73
